time,enrolled,available,waitlisted,total
2022-11-05T20:13:59,0,200,0,200
2022-11-05T20:23:16,0,200,0,200
2022-11-05T20:32:33,0,200,0,200
2022-11-05T20:42:01,0,200,0,200
2022-11-05T20:51:17,0,200,0,200
2022-11-05T21:00:33,0,200,0,200
2022-11-05T21:09:48,0,200,0,200
2022-11-05T21:19:03,0,200,0,200
2022-11-05T21:28:18,0,200,0,200
2022-11-05T21:37:34,0,200,0,200
2022-11-05T21:46:51,0,200,0,200
2022-11-05T21:56:06,0,200,0,200
2022-11-05T22:05:21,0,200,0,200
2022-11-05T22:14:36,0,200,0,200
2022-11-05T22:23:51,0,200,0,200
2022-11-05T22:33:08,0,200,0,200
2022-11-05T22:42:25,0,200,0,200
2022-11-05T22:51:40,0,200,0,200
2022-11-05T23:00:56,0,200,0,200
2022-11-05T23:10:13,0,200,0,200
2022-11-05T23:19:29,0,200,0,200
2022-11-05T23:28:45,0,200,0,200
2022-11-05T23:38:03,0,200,0,200
2022-11-05T23:47:19,0,200,0,200
2022-11-05T23:56:35,0,200,0,200
2022-11-06T00:06:00,0,200,0,200
2022-11-06T00:15:17,0,200,0,200
2022-11-06T00:24:33,0,200,0,200
2022-11-06T00:33:48,0,200,0,200
2022-11-06T00:43:04,0,200,0,200
2022-11-06T00:52:19,0,200,0,200
2022-11-06T01:01:34,0,200,0,200
2022-11-06T01:10:49,0,200,0,200
2022-11-06T01:20:05,0,200,0,200
2022-11-06T01:29:21,0,200,0,200
2022-11-06T01:38:37,0,200,0,200
2022-11-06T01:47:53,0,200,0,200
2022-11-06T01:57:09,0,200,0,200
2022-11-06T01:06:26,0,200,0,200
2022-11-06T01:15:42,0,200,0,200
2022-11-06T01:24:57,0,200,0,200
2022-11-06T01:34:14,0,200,0,200
2022-11-06T01:43:29,0,200,0,200
2022-11-06T01:52:47,0,200,0,200
2022-11-06T02:02:06,0,200,0,200
2022-11-06T02:11:25,0,200,0,200
2022-11-06T02:20:43,0,200,0,200
2022-11-06T02:30:04,0,200,0,200
2022-11-06T02:39:23,0,200,0,200
2022-11-06T02:48:43,0,200,0,200
2022-11-06T02:58:01,0,200,0,200
2022-11-06T03:07:20,0,200,0,200
2022-11-06T03:16:36,0,200,0,200
2022-11-06T03:25:53,0,200,0,200
2022-11-06T03:35:11,0,200,0,200
2022-11-06T03:44:31,0,200,0,200
2022-11-06T03:53:51,0,200,0,200
2022-11-06T04:03:10,0,200,0,200
2022-11-06T04:18:29,0,200,0,200
2022-11-06T04:27:49,0,200,0,200
2022-11-06T04:37:08,0,200,0,200
2022-11-06T04:47:36,0,200,0,200
2022-11-06T04:57:11,0,200,0,200
2022-11-06T05:06:28,0,200,0,200
2022-11-06T05:15:45,0,200,0,200
2022-11-06T05:25:02,0,200,0,200
2022-11-06T05:34:19,0,200,0,200
2022-11-06T05:43:34,0,200,0,200
2022-11-06T05:52:50,0,200,0,200
2022-11-06T06:02:09,0,200,0,200
2022-11-06T06:11:28,0,200,0,200
2022-11-06T06:20:47,0,200,0,200
2022-11-06T06:30:03,0,200,0,200
2022-11-06T06:39:19,0,200,0,200
2022-11-06T06:48:35,0,200,0,200
2022-11-06T06:57:51,0,200,0,200
2022-11-06T07:07:08,0,200,0,200
2022-11-06T07:16:25,0,200,0,200
2022-11-06T07:25:43,0,200,0,200
2022-11-06T07:35:01,0,200,0,200
2022-11-06T07:44:19,0,200,0,200
2022-11-06T07:53:38,0,200,0,200
2022-11-06T08:02:54,0,200,0,200
2022-11-06T08:12:10,0,200,0,200
2022-11-06T08:21:28,0,200,0,200
2022-11-06T08:30:45,0,200,0,200
2022-11-06T08:40:02,0,200,0,200
2022-11-06T08:49:18,0,200,0,200
2022-11-06T08:58:36,0,200,0,200
2022-11-06T09:07:51,0,200,0,200
2022-11-06T09:17:06,0,200,0,200
2022-11-06T09:26:20,0,200,0,200
2022-11-06T09:35:33,0,200,0,200
2022-11-06T09:44:47,0,200,0,200
2022-11-06T09:54:01,0,200,0,200
2022-11-06T10:03:15,0,200,0,200
2022-11-06T10:12:28,0,200,0,200
2022-11-06T10:21:42,0,200,0,200
2022-11-06T10:30:58,0,200,0,200
2022-11-06T10:40:12,0,200,0,200
2022-11-06T10:49:27,0,200,0,200
2022-11-06T10:58:43,0,200,0,200
2022-11-06T11:07:56,0,200,0,200
2022-11-06T11:17:12,0,200,0,200
2022-11-06T11:26:31,0,200,0,200
2022-11-06T11:35:53,0,200,0,200
2022-11-06T11:45:07,0,200,0,200
2022-11-06T11:54:21,0,200,0,200
2022-11-06T12:03:36,0,200,0,200
2022-11-06T12:12:51,0,200,0,200
2022-11-06T12:22:17,0,200,0,200
2022-11-06T12:31:31,0,200,0,200
2022-11-06T12:40:44,0,200,0,200
2022-11-06T12:50:00,0,200,0,200
2022-11-06T12:59:14,0,200,0,200
2022-11-06T13:08:28,0,200,0,200
2022-11-06T13:17:45,0,200,0,200
2022-11-06T13:27:00,0,200,0,200
2022-11-06T13:36:13,0,200,0,200
2022-11-06T13:45:27,0,200,0,200
2022-11-06T13:54:40,0,200,0,200
2022-11-06T14:03:56,0,200,0,200
2022-11-06T14:13:11,0,200,0,200
2022-11-06T14:22:34,0,200,0,200
2022-11-06T14:31:48,0,200,0,200
2022-11-06T14:41:03,0,200,0,200
2022-11-06T14:50:19,0,200,0,200
2022-11-06T14:59:33,0,200,0,200
2022-11-06T15:08:46,0,200,0,200
2022-11-06T15:18:00,0,200,0,200
2022-11-06T15:27:14,0,200,0,200
2022-11-06T15:36:27,0,200,0,200
2022-11-06T15:45:42,0,200,0,200
2022-11-06T15:54:54,0,200,0,200
